raceId,driverId,year,qualifying_position,positionOrder,championship_position,podium_finish,starting_grid_diff
1113,4,2023,7,15,4,0,-8
1113,847,2023,2,16,7,0,-14
1113,822,2023,16,17,15,0,-1
1113,839,2023,8,18,12,0,-10
1113,852,2023,15,19,17,0,-4
1113,840,2023,20,20,9,0,0
1114,830,2023,1,1,1,1,0
1114,846,2023,3,2,7,1,1
1114,857,2023,2,3,9,1,-1
1114,844,2023,4,4,6,0,0
1114,1,2023,7,5,3,0,2
1114,832,2023,6,6,5,0,0
1114,847,2023,8,7,8,0,1
1114,4,2023,10,8,4,0,2
1114,839,2023,14,9,12,0,5
1114,842,2023,12,10,11,0,2
1114,859,2023,11,11,19,0,0
1114,852,2023,9,12,17,0,-3
1114,855,2023,19,13,16,0,6
1114,807,2023,18,14,14,0,4
1114,825,2023,15,15,18,0,0
1114,848,2023,13,16,13,0,-3
1114,858,2023,20,17,20,0,3
1114,840,2023,17,18,10,0,-1
1114,815,2023,5,19,2,0,-14
1114,822,2023,16,20,15,0,-4
1115,830,2023,1,1,1,1,0
1115,857,2023,6,2,9,1,4
1115,846,2023,10,3,7,1,7
1115,847,2023,2,4,8,0,-2
1115,844,2023,5,5,6,0,0
1115,4,2023,4,6,4,0,-2
1115,839,2023,8,7,12,0,1
1115,822,2023,9,8,14,0,1
1115,855,2023,20,9,16,0,11
1115,815,2023,13,10,2,0,3
1115,840,2023,17,11,10,0,6
1115,842,2023,7,12,11,0,-5
1115,848,2023,14,13,13,0,1
1115,825,2023,19,14,18,0,5
1115,852,2023,11,15,17,0,-4
1115,807,2023,15,16,15,0,-1
1115,859,2023,18,17,19,0,1
1115,858,2023,16,18,20,0,-2
1115,1,2023,3,19,3,0,-16
1115,832,2023,12,20,5,0,-8
1116,830,2023,6,1,1,1,5
1116,846,2023,2,2,6,1,0
1116,832,2023,4,3,5,1,1
1116,815,2023,9,4,2,0,5
1116,847,2023,5,5,8,0,0
1116,842,2023,7,6,10,0,1
1116,840,2023,19,7,11,0,12
1116,852,2023,11,8,16,0,3
1116,848,2023,18,9,13,0,9
1116,858,2023,20,10,20,0,10
1116,807,2023,16,11,15,0,5
1116,822,2023,13,12,14,0,1
1116,855,2023,12,13,17,0,-1
1116,825,2023,14,14,18,0,0
1116,817,2023,15,15,22,0,0
1116,4,2023,17,16,4,0,1
1116,857,2023,10,17,9,0,-7
1116,839,2023,8,18,12,0,-10
1116,1,2023,3,19,3,0,-16
1116,844,2023,1,20,7,0,-19
1117,830,2023,3,1,1,1,2
1117,1,2023,6,2,3,1,4
1117,844,2023,1,3,7,1,-2
1117,832,2023,2,4,4,0,-2
1117,846,2023,19,5,6,0,14
1117,847,2023,8,6,8,0,2
1117,817,2023,4,7,17,0,-3
1117,857,2023,7,8,9,0,-1
1117,848,2023,14,9,13,0,5
1117,839,2023,16,10,12,0,6
1117,842,2023,11,11,10,0,0
1117,852,2023,15,12,16,0,3
1117,807,2023,12,13,15,0,-1
1117,855,2023,10,14,18,0,-4
1117,822,2023,9,15,14,0,-6
1117,858,2023,20,16,21,0,4
1117,840,2023,18,17,11,0,1
1117,4,2023,13,18,5,0,-5
1117,825,2023,17,19,19,0,-2
1117,815,2023,5,20,2,0,-15
1118,830,2023,1,1,1,1,0
1118,846,2023,7,2,5,1,5
1118,4,2023,4,3,4,1,1
1118,815,2023,9,4,2,0,5
1118,840,2023,3,5,10,0,-2
1118,832,2023,8,6,6,0,2
1118,842,2023,13,7,11,0,6
1118,1,2023,5,8,3,0,-3
1118,852,2023,16,9,14,0,7
1118,839,2023,12,10,12,0,2
1118,858,2023,19,11,21,0,8
1118,807,2023,11,12,16,0,-1
1118,817,2023,17,13,17,0,4
1118,857,2023,10,14,9,0,-4
1118,847,2023,6,15,8,0,-9
1118,822,2023,18,16,15,0,2
1118,855,2023,20,17,18,0,3
1118,825,2023,14,18,19,0,-4
1118,848,2023,15,19,13,0,-4
1118,844,2023,2,20,7,0,-18
1119,830,2023,3,1,1,1,2
1119,844,2023,1,2,7,1,-1
1119,815,2023,12,3,2,1,9
1119,839,2023,17,4,12,0,13
1119,840,2023,14,5,10,0,9
1119,832,2023,2,6,4,0,-4
1119,1,2023,11,7,3,0,4
1119,847,2023,4,8,8,0,-4
1119,4,2023,10,9,5,0,1
1119,857,2023,19,10,9,0,9
1119,842,2023,5,11,11,0,-6
1119,848,2023,6,12,13,0,-6
1119,825,2023,9,13,19,0,-4
1119,817,2023,15,14,17,0,1
1119,855,2023,18,15,18,0,3
1119,858,2023,7,16,21,0,-9
1119,822,2023,8,17,15,0,-9
1119,852,2023,20,18,14,0,2
1119,807,2023,13,19,16,0,-6
1119,846,2023,16,20,6,0,-4
1120,830,2023,1,1,1,1,0
1120,844,2023,2,2,5,1,0
1120,847,2023,4,3,8,1,1
1120,815,2023,9,4,2,0,5
1120,846,2023,5,5,6,0,0
1120,857,2023,3,6,9,0,-3
1120,4,2023,7,7,4,0,0
1120,852,2023,6,8,14,0,-2
1120,1,2023,11,9,3,0,2
1120,840,2023,13,10,10,0,3
1120,817,2023,15,11,17,0,4
1120,839,2023,12,12,12,0,0
1120,842,2023,10,13,11,0,-3
1120,848,2023,14,14,13,0,0
1120,807,2023,8,15,16,0,-7
1120,858,2023,20,16,21,0,4
1120,855,2023,19,17,18,0,2
1120,832,2023,16,18,7,0,-2
1120,822,2023,18,19,15,0,-1
1120,825,2023,17,20,19,0,-3
1121,830,2024,1,1,1,1,0
1121,815,2024,5,2,2,1,3
1121,832,2024,4,3,3,1,1
1121,844,2024,2,4,4,0,-2
1121,847,2024,3,5,5,0,-2
1121,846,2024,7,6,6,0,1
1121,1,2024,9,7,7,0,2
1121,857,2024,8,8,8,0,0
1121,4,2024,6,9,9,0,-3
1121,840,2024,12,10,10,0,2
1121,855,2024,17,11,11,0,6
1121,825,2024,15,12,12,0,3
1121,817,2024,14,13,13,0,1
1121,852,2024,11,14,14,0,-3
1121,848,2024,13,15,15,0,-2
1121,807,2024,10,16,16,0,-6
1121,839,2024,19,17,17,0,2
1121,842,2024,20,18,18,0,2
1121,822,2024,16,19,19,0,-3
1121,858,2024,18,20,20,0,-2
1122,830,2024,1,1,1,1,0
1122,815,2024,3,2,2,1,1
1122,844,2024,2,3,3,1,-1
1122,857,2024,5,4,5,0,1
1122,4,2024,4,5,7,0,-1
1122,847,2024,7,6,4,0,1
1122,860,2024,11,7,10,0,4
1122,846,2024,6,8,8,0,-2
1122,1,2024,8,9,9,0,-1
1122,807,2024,15,10,11,0,5
1122,848,2024,12,11,13,0,1
1122,825,2024,13,12,15,0,1
1122,839,2024,17,13,17,0,4
1122,858,2024,19,14,19,0,5
1122,852,2024,9,15,18,0,-6
1122,817,2024,14,16,16,0,-2
1122,822,2024,16,17,20,0,-1
1122,855,2024,20,18,14,0,2
1122,840,2024,10,19,12,0,-9
1122,842,2024,18,20,21,0,-2
1123,832,2024,2,1,4,1,1
1123,844,2024,5,2,2,1,3
1123,846,2024,4,3,6,1,1
1123,857,2024,6,4,5,0,2
1123,815,2024,3,5,3,0,-2
1123,840,2024,9,6,9,0,3
1123,852,2024,8,7,11,0,1
1123,4,2024,10,8,8,0,2
1123,807,2024,16,9,13,0,7
1123,825,2024,14,10,14,0,4
1123,848,2024,12,11,15,0,1
1123,817,2024,18,12,17,0,6
1123,842,2024,17,13,19,0,4
1123,822,2024,13,14,20,0,-1
1123,855,2024,19,15,16,0,4
1123,839,2024,15,16,18,0,-1
1123,847,2024,7,17,7,0,-10
1123,1,2024,11,18,10,0,-7
1123,830,2024,1,19,1,0,-18
1124,830,2024,1,1,1,1,0
1124,815,2024,2,2,2,1,0
1124,832,2024,4,3,4,1,1
1124,844,2024,8,4,3,0,4
1124,846,2024,3,5,5,0,-2
1124,4,2024,5,6,8,0,-1
1124,847,2024,9,7,7,0,2
1124,857,2024,6,8,6,0,-2
1124,1,2024,7,9,9,0,-2
1124,852,2024,10,10,11,0,0
1124,807,2024,12,11,13,0,1
1124,840,2024,16,12,10,0,4
1124,825,2024,18,13,14,0,5
1124,822,2024,13,14,20,0,-1
1124,839,2024,15,15,18,0,0
1124,842,2024,17,16,19,0,1
1124,858,2024,19,17,21,0,2
1124,855,2024,20,18,16,0,2
1124,817,2024,11,19,17,0,-8
1124,848,2024,14,20,15,0,-6
1125,830,2024,1,1,1,1,0
1125,846,2024,4,2,5,1,2
1125,815,2024,2,3,2,1,-1
1125,844,2024,6,4,3,0,2
1125,832,2024,7,5,4,0,2
1125,847,2024,8,6,7,0,2
1125,4,2024,3,7,8,0,-4
1125,857,2024,5,8,6,0,-3
1125,1,2024,18,9,9,0,9
1125,807,2024,9,10,13,0,-1
1125,839,2024,13,11,16,0,2
1125,848,2024,14,12,15,0,2
1125,842,2024,15,13,19,0,2
1125,855,2024,16,14,17,0,2
1125,840,2024,11,15,10,0,-4
1125,825,2024,17,16,14,0,1
1125,858,2024,20,17,21,0,3
1125,817,2024,12,18,18,0,-6
1125,852,2024,19,19,11,0,0
1125,822,2024,10,20,20,0,-10
1126,846,2024,5,1,4,1,4
1126,830,2024,1,2,1,1,-1
1126,844,2024,2,3,3,1,-1
1126,815,2024,4,4,2,0,0
1126,832,2024,3,5,5,0,-2
1126,1,2024,8,6,9,0,2
1126,852,2024,10,7,10,0,3
1126,847,2024,7,8,7,0,-1
1126,4,2024,15,9,8,0,6
1126,839,2024,13,10,15,0,3
1126,807,2024,9,11,13,0,-2
1126,842,2024,12,12,19,0,0
1126,857,2024,6,13,6,0,-7
1126,855,2024,20,14,18,0,6
1126,817,2024,18,15,14,0,3
1126,822,2024,16,16,20,0,0
1126,840,2024,11,17,11,0,-6
1126,848,2024,14,18,17,0,-4
1126,825,2024,19,19,16,0,0
1126,858,2024,17,20,21,0,-3
1127,830,2024,1,1,1,1,0
1127,846,2024,3,2,4,1,1
1127,844,2024,4,3,2,1,1
1127,857,2024,2,4,6,0,-2
1127,832,2024,5,5,5,0,0
1127,1,2024,8,6,8,0,2
1127,847,2024,6,7,7,0,-1
1127,815,2024,11,8,3,0,3
1127,840,2024,13,9,11,0,4
1127,852,2024,7,10,10,0,-3
1127,807,2024,10,11,13,0,-1
1127,825,2024,18,12,16,0,6
1127,817,2024,9,13,14,0,-4
1127,839,2024,12,14,15,0,-2
1127,855,2024,17,15,18,0,2
1127,842,2024,15,16,19,0,-1
1127,858,2024,20,17,21,0,3
1127,822,2024,16,18,20,0,-2
1127,4,2024,19,19,9,0,0
1127,848,2024,14,20,17,0,-6
1128,844,2024,1,1,2,1,0
1128,857,2024,2,2,6,1,0
1128,832,2024,3,3,4,1,0
1128,846,2024,4,4,3,0,0
1128,847,2024,5,5,7,0,0
1128,830,2024,6,6,1,0,0
1128,1,2024,7,7,8,0,0
1128,852,2024,8,8,10,0,0
1128,848,2024,9,9,15,0,0
1128,842,2024,10,10,18,0,0
1128,4,2024,16,11,9,0,5
1128,817,2024,13,12,14,0,1
1128,822,2024,19,13,20,0,6
1128,840,2024,14,14,11,0,0
1128,858,2024,17,15,21,0,2
1128,855,2024,20,16,19,0,4
1128,839,2024,11,17,16,0,-6
1128,815,2024,18,18,5,0,0
1128,807,2024,12,19,13,0,-7
1128,825,2024,15,20,17,0,-5
1129,830,2024,2,1,1,1,1
1129,846,2024,3,2,3,1,1
1129,847,2024,1,3,7,1,-2
1129,1,2024,7,4,8,0,3
1129,857,2024,4,5,6,0,-1
1129,4,2024,6,6,9,0,0
1129,840,2024,9,7,11,0,2
1129,817,2024,5,8,12,0,-3
1129,842,2024,15,9,15,0,6
1129,839,2024,18,10,17,0,8
1129,807,2024,19,11,14,0,8
1129,825,2024,14,12,18,0,2
1129,822,2024,17,13,20,0,4
1129,852,2024,8,14,10,0,-6
1129,855,2024,20,15,19,0,5
1129,832,2024,12,16,4,0,-4
1129,848,2024,10,17,16,0,-7
1129,815,2024,16,18,5,0,-2
1129,844,2024,11,19,2,0,-8
1129,858,2024,13,20,21,0,-7
1130,830,2024,2,1,1,1,1
1130,846,2024,1,2,2,1,-1
1130,1,2024,3,3,8,1,0
1130,847,2024,4,4,7,0,0
1130,844,2024,5,5,3,0,0
1130,832,2024,6,6,4,0,0
1130,857,2024,10,7,6,0,3
1130,815,2024,8,8,5,0,0
1130,842,2024,7,9,15,0,-2
1130,839,2024,9,10,16,0,-1
1130,807,2024,13,11,14,0,2
1130,4,2024,11,12,9,0,-1
1130,855,2024,15,13,19,0,2
1130,840,2024,14,14,11,0,0
1130,817,2024,18,15,12,0,3
1130,822,2024,12,16,20,0,-4
1130,825,2024,16,17,18,0,-1
1130,848,2024,19,18,17,0,1
1130,852,2024,17,19,10,0,-2
1130,858,2024,20,20,21,0,0
1131,847,2024,3,1,7,1,2
1131,857,2024,7,2,6,1,5
1131,832,2024,4,3,4,1,1
1131,1,2024,5,4,8,0,1
1131,830,2024,1,5,1,0,-4
1131,807,2024,9,6,12,0,3
1131,815,2024,8,7,5,0,1
1131,825,2024,12,8,16,0,4
1131,817,2024,11,9,13,0,2
1131,842,2024,13,10,15,0,3
1131,844,2024,6,11,3,0,-5
1131,839,2024,10,12,17,0,-2
1131,840,2024,17,13,11,0,4
1131,852,2024,14,14,10,0,0
1131,848,2024,16,15,18,0,1
1131,822,2024,18,16,20,0,2
1131,855,2024,20,17,19,0,3
1131,4,2024,15,18,9,0,-3
1131,858,2024,19,19,21,0,0
1131,846,2024,2,20,2,0,-18
1132,1,2024,2,1,8,1,1
1132,830,2024,4,2,1,1,2
1132,846,2024,3,3,2,1,0
1132,857,2024,5,4,5,0,1
1132,832,2024,7,5,4,0,2
1132,807,2024,6,6,11,0,0
1132,840,2024,8,7,10,0,1
1132,4,2024,10,8,9,0,2
1132,848,2024,9,9,17,0,0
1132,852,2024,13,10,12,0,3
1132,858,2024,12,11,20,0,1
1132,825,2024,17,12,16,0,5
1132,817,2024,15,13,13,0,2
1132,844,2024,11,14,3,0,-3
1132,822,2024,16,15,21,0,1
1132,839,2024,18,16,18,0,2
1132,815,2024,19,17,6,0,2
1132,855,2024,14,18,19,0,-4
1132,847,2024,1,19,7,0,-18
1132,842,2024,20,20,15,0,0
1133,857,2024,2,1,5,1,1
1133,846,2024,1,2,2,1,-1
1133,1,2024,5,3,6,1,2
1133,844,2024,6,4,3,0,2
1133,830,2024,3,5,1,0,-2
1133,832,2024,4,6,4,0,-2
1133,815,2024,16,7,7,0,9
1133,847,2024,17,8,8,0,9
1133,852,2024,10,9,12,0,1
1133,840,2024,8,10,10,0,-2
1133,4,2024,7,11,9,0,-4
1133,817,2024,9,12,13,0,-3
1133,807,2024,11,13,11,0,-2
1133,848,2024,13,14,17,0,-1
1133,825,2024,15,15,16,0,0
1133,822,2024,12,16,21,0,-4
1133,858,2024,14,17,20,0,-3
1133,839,2024,19,18,18,0,1
1133,855,2024,18,19,19,0,-1
1133,842,2024,20,20,15,0,0
1134,1,2024,4,1,6,1,3
1134,857,2024,6,2,4,1,4
1134,844,2024,2,3,3,1,-1
1134,830,2024,1,4,1,0,-3
1134,846,2024,5,5,2,0,0
1134,832,2024,8,6,5,0,2
1134,815,2024,3,7,7,0,-4
1134,4,2024,9,8,9,0,1
1134,839,2024,10,9,17,0,1
1134,817,2024,13,10,13,0,3
1134,840,2024,15,11,10,0,4
1134,848,2024,11,12,18,0,-1
1134,842,2024,12,13,15,0,-1
1134,825,2024,17,14,16,0,3
1134,822,2024,14,15,21,0,-1
1134,852,2024,18,16,12,0,2
1134,858,2024,19,17,20,0,2
1134,807,2024,16,18,11,0,-2
1134,855,2024,20,19,19,0,1
1134,847,2024,7,20,8,0,-13
1135,846,2024,1,1,2,1,0
1135,830,2024,2,2,1,1,0
1135,844,2024,6,3,3,1,3
1135,857,2024,3,4,4,0,-1
1135,832,2024,10,5,5,0,5
1135,815,2024,5,6,7,0,-1
1135,847,2024,4,7,8,0,-3
1135,1,2024,11,8,6,0,3
1135,842,2024,9,9,14,0,0
1135,4,2024,7,10,9,0,-3
1135,807,2024,13,11,11,0,2
1135,817,2024,15,12,13,0,3
1135,840,2024,8,13,10,0,-5
1135,848,2024,19,14,18,0,5
1135,839,2024,16,15,17,0,1
1135,858,2024,20,16,20,0,4
1135,852,2024,12,17,12,0,-5
1135,825,2024,14,18,16,0,-4
1135,822,2024,17,19,21,0,-2
1135,855,2024,18,20,19,0,-2
1136,844,2024,4,1,3,1,3
1136,857,2024,2,2,4,1,0
1136,846,2024,1,3,2,1,-2
1136,832,2024,5,4,5,0,1
1136,1,2024,6,5,6,0,1
1136,830,2024,7,6,1,0,1
1136,847,2024,3,7,8,0,-4
1136,815,2024,8,8,7,0,0
1136,848,2024,9,9,17,0,0
1136,825,2024,13,10,16,0,3
1136,4,2024,11,11,9,0,0
1136,861,2024,18,12,21,0,6
1136,817,2024,12,13,13,0,-1
1136,839,2024,15,14,18,0,1
1136,842,2024,14,15,14,0,-1
1136,822,2024,19,16,22,0,3
1136,807,2024,10,17,11,0,-7
1136,855,2024,20,18,19,0,2
1136,840,2024,17,19,10,0,-2
1136,852,2024,16,20,12,0,-4
1137,857,2024,2,1,4,1,1
1137,844,2024,1,2,3,1,-1
1137,847,2024,5,3,7,1,2
1137,846,2024,16,4,2,0,12
1137,830,2024,6,5,1,0,1
1137,4,2024,8,6,9,0,2
1137,848,2024,10,7,13,0,3
1137,861,2024,9,8,19,0,1
1137,1,2024,7,9,6,0,-2
1137,860,2024,11,10,16,0,1
1137,807,2024,13,11,11,0,2
1137,842,2024,20,12,15,0,8
1137,817,2024,15,13,14,0,2
1137,855,2024,18,14,20,0,4
1137,839,2024,19,15,18,0,4
1137,822,2024,17,16,22,0,1
1137,815,2024,4,17,8,0,-13
1137,832,2024,3,18,5,0,-15
1137,840,2024,14,19,10,0,-5
1137,852,2024,12,20,12,0,-8
1138,846,2024,1,1,2,1,0
1138,830,2024,2,2,1,1,0
1138,857,2024,5,3,4,1,2
1138,847,2024,4,4,7,0,0
1138,844,2024,9,5,3,0,4
1138,1,2024,3,6,6,0,-3
1138,832,2024,10,7,5,0,3
1138,4,2024,7,8,9,0,-1
1138,807,2024,6,9,10,0,-3
1138,815,2024,13,10,8,0,3
1138,861,2024,12,11,19,0,1
1138,852,2024,8,12,12,0,-4
1138,839,2024,15,13,18,0,2
1138,840,2024,17,14,11,0,3
1138,855,2024,20,15,20,0,5
1138,822,2024,19,16,22,0,3
1138,842,2024,18,17,15,0,1
1138,817,2024,16,18,14,0,-2
1138,825,2024,14,19,17,0,-5
1138,848,2024,11,20,13,0,-9
1139,844,2024,4,1,3,1,3
1139,832,2024,3,2,5,1,1
1139,830,2024,2,3,1,1,-1
1139,846,2024,1,4,2,0,-3
1139,857,2024,5,5,4,0,0
1139,847,2024,6,6,7,0,0
1139,815,2024,10,7,8,0,3
1139,807,2024,12,8,10,0,4
1139,859,2024,15,9,20,0,6
1139,861,2024,17,10,18,0,7
1139,825,2024,9,11,15,0,-2
1139,842,2024,7,12,16,0,-5
1139,4,2024,8,13,9,0,-5
1139,852,2024,11,14,12,0,-3
1139,840,2024,14,15,11,0,-1
1139,848,2024,16,16,13,0,0
1139,822,2024,18,17,23,0,1
1139,839,2024,13,18,19,0,-5
1139,855,2024,20,19,21,0,1
1139,1,2024,19,20,6,0,-1
1140,832,2024,1,1,5,1,0
1140,846,2024,3,2,2,1,1
1140,844,2024,4,3,3,1,1
1140,1,2024,6,4,6,0,2
1140,847,2024,5,5,7,0,0
1140,830,2024,2,6,1,0,-4
1140,825,2024,7,7,13,0,0
1140,857,2024,17,8,4,0,9
1140,807,2024,10,9,10,0,1
1140,842,2024,8,10,16,0,-2
1140,840,2024,14,11,11,0,3
1140,861,2024,16,12,18,0,4
1140,839,2024,19,13,19,0,6
1140,822,2024,15,14,23,0,1
1140,855,2024,20,15,21,0,5
1140,859,2024,12,16,20,0,-4
1140,815,2024,18,17,8,0,1
1140,4,2024,13,18,9,0,-5
1140,848,2024,9,19,14,0,-10
1140,852,2024,11,20,12,0,-9
1141,830,2024,12,1,1,1,11
1141,839,2024,4,2,14,1,2
1141,842,2024,15,3,12,1,12
1141,847,2024,2,4,6,0,-2
1141,844,2024,6,5,3,0,1
1141,846,2024,1,6,2,0,-5
1141,852,2024,3,7,11,0,-4
1141,857,2024,8,8,4,0,0
1141,859,2024,5,9,20,0,-4
1141,1,2024,16,10,7,0,6
1141,815,2024,13,11,8,0,2
1141,860,2024,17,12,18,0,5
1141,822,2024,11,13,23,0,-2
1141,4,2024,9,14,9,0,-5
1141,855,2024,20,15,21,0,5
1141,832,2024,14,16,5,0,-2
1141,861,2024,18,17,19,0,1
1141,848,2024,7,18,16,0,-11
1141,840,2024,10,19,13,0,-9
1141,807,2024,19,20,10,0,-1
1142,847,2024,1,1,6,1,0
1142,1,2024,10,2,7,1,8
1142,832,2024,2,3,5,1,-1
1142,844,2024,4,4,3,0,0
1142,830,2024,5,5,1,0,0
1142,846,2024,6,6,2,0,0
1142,857,2024,8,7,4,0,1
1142,807,2024,9,8,10,0,1
1142,852,2024,7,9,11,0,-2
1142,815,2024,16,10,8,0,6
1142,4,2024,17,11,9,0,6
1142,825,2024,12,12,15,0,0
1142,855,2024,13,13,21,0,0
1142,861,2024,14,14,19,0,0
1142,840,2024,20,15,13,0,5
1142,859,2024,15,16,20,0,-1
1142,839,2024,11,17,14,0,-6
1142,822,2024,19,18,23,0,1
1142,848,2024,18,19,16,0,-1
1142,842,2024,3,20,12,0,-17
1143,830,2024,1,1,1,1,0
1143,844,2024,5,2,3,1,3
1143,857,2024,4,3,4,1,1
1143,847,2024,2,4,6,0,-2
1143,842,2024,11,5,11,0,6
1143,832,2024,7,6,5,0,1
1143,4,2024,8,7,9,0,1
1143,855,2024,12,8,20,0,4
1143,825,2024,10,9,15,0,1
1143,846,2024,3,10,2,0,-7
1143,822,2024,13,11,22,0,2
1143,1,2024,6,12,7,0,-6
1143,852,2024,14,13,12,0,1
1143,859,2024,17,14,21,0,3
1143,848,2024,16,15,16,0,1
1143,807,2024,18,16,10,0,2
1143,815,2024,9,17,8,0,-8
1143,840,2024,15,18,13,0,-3
1143,861,2024,19,19,19,0,0
1143,839,2024,20,20,14,0,0
1144,846,2024,1,1,2,1,0
1144,832,2024,3,2,5,1,1
1144,844,2024,14,3,3,1,11
1144,1,2024,18,4,7,0,14
1144,847,2024,7,5,6,0,2
1144,830,2024,5,6,1,0,-1
1144,842,2024,6,7,10,0,-1
1144,807,2024,4,8,11,0,-4
1144,4,2024,8,9,9,0,-1
1144,857,2024,2,10,4,0,-8
1144,848,2024,16,11,16,0,5
1144,852,2024,11,12,12,0,-1
1144,855,2024,17,13,20,0,4
1144,840,2024,13,14,13,0,-1
1144,862,2024,20,15,24,0,5
1144,825,2024,15,16,15,0,-1
1144,859,2024,12,17,21,0,-5
1144,822,2024,9,18,22,0,-9
1144,861,2024,19,19,19,0,0
1144,815,2024,10,20,8,0,-10
